Order,Entropy
0.25279275275624274,0.14575988924742245
0.2863685426616429,0.14575988924742245
0.28089103853661496,0.14522413610126758
0.2785429806476096,0.14522413610126758
0.2778242100138111,0.14382080254187177
0.27804470439278844,0.1464192074471476
0.2786492001378323,0.1464192074471476
0.27934135821585765,0.14612627807336726
0.27997156443047816,0.14448012074160416
0.2805281588899322,0.1435278631681929
0.2809820452989566,0.1435278631681929
0.28134994001208197,0.1435278631681929
0.28164227667910435,0.14233279182231293
0.2818734463067116,0.1434681994878703
0.2820562228325166,0.14272419412810536
0.2906876594297471,0.14272419412810536
0.3202192017275543,0.14272419412810536
0.36441351452078885,0.14338352232773627
0.3644791362043301,0.1436764517015166
0.3645334377527441,0.14402363308604282
0.36457891861961567,0.14374046802472215
0.3645666788996093,0.14374046802472215
0.42932851836248254,0.14374046802472215
0.4293588515514531,0.14374046802472215
0.4293855233964198,0.14425836273267162
0.42940921662127074,0.14497756791377608
0.42943046615652525,0.14514536386003082
0.4294496941008077,0.14514536386003082
0.4294672358858874,0.1444261586789264
0.4294833599841393,0.14470932374024703
0.4294982828459263,0.14511435681966964
0.42951218029173205,0.14472295451387718
0.42938629114155685,0.14472295451387718
0.4941041579456064,0.1448965365272442
0.4941169590976223,0.1448965365272442
0.4941291514121845,0.14511435681966964
0.49414080079512385,0.1448965365272442
0.49415196977885784,0.1448965365272442
0.4943878944810412,0.14346819948790654
0.4944032774878917,0.14364856686145616
0.4944181250584137,0.14364856686145616
0.49443251684574185,0.14364856686145616
0.5557561330264983,0.14364856686145616
0.5557662981869682,0.14395195799858612
0.5557802141366766,0.14342296727287257
0.555905345217612,0.14342296727287257
0.5559339443056568,0.14342296727287257
0.6831398810386181,0.14342296727287257
0.6831829565372286,0.14342296727287257
0.6832147363160485,0.14342296727287257
0.683249169539928,0.14441914384121438
0.6832836032728389,0.14342296727287257
0.6833183065624365,0.14342296727287257
0.6833536955204345,0.14342296727287257
0.6833898913552593,0.14342296727287257
0.683429323488544,0.14342296727287257
0.6834741660120152,0.14342296727287257
0.6835315348721895,0.1421852144503601
0.6836274080198986,0.1421852144503601
0.6839943707725847,0.14212386444997108
0.64874519819138,0.14243849229588398
0.6484057968664567,0.14252998001104258
0.6483563281269894,0.14334261573413307
0.6483592763509387,0.14334261573413307
0.6483550515518529,0.14334261573413307
0.6483746286332024,0.14334261573413307
0.6484039475242263,0.14277293341413289
0.648477939357882,0.1421852144503601
0.648480913478277,0.1421852144503601
0.6485249813662234,0.1421852144503601
0.6485695082914976,0.14171802860773186
0.6486143262259816,0.13970969880546114
0.6486593005120781,0.13970969880546114
0.6487043068622149,0.13948409921687757
0.6487492230560808,0.13948409921687757
0.6488099417807791,0.13948409921687757
0.6488658406082904,0.13974310261036219
0.648921468539909,0.13974310261036219
0.6489767976870376,0.13955666267007893
0.6490317679106712,0.1389812241056899
0.6490863031482772,0.1389812241056899
0.6491403012793105,0.1389812241056899
0.6491936178238845,0.1389812241056899
0.6492460377917108,0.1389812241056899
0.6492972234972414,0.13874612887554932
0.6493466097134956,0.13874612887554932
0.6493931708963058,0.13874612887554932
0.6494348310549194,0.13850317547245902
0.7763317586180019,0.13850317547245902
0.7763844535757872,0.13850317547245902
0.7763218680966557,0.13850317547245902
0.8114605871608569,0.13850317547245902
0.8139679218516394,0.13850317547245902
0.8141682521935852,0.13850317547245902
0.814296126937924,0.13744104202519075
0.8144035342253407,0.13667774899797325
0.8145017145806914,0.1352503260490567
0.8145945861240699,0.1352503260490567
0.8146839019916328,0.1355770549659666
0.8147705852049392,0.1355770549659666
0.814855183177117,0.1355770549659666
0.8149398477944235,0.1355770549659666
0.8150230130684252,0.1355770549659666
0.8151033242796275,0.13741314352841616
0.8151825184206022,0.13741314352841616
0.8152607190024957,0.13741314352841616
0.8153380333921817,0.13741314352841616
0.815414558992834,0.13691002031327526
0.8154903880563498,0.13691002031327526
0.8155656120262732,0.13750759113014105
0.815640326160584,0.13750759113014105
0.8162065700741302,0.13750759113014105
0.8162679406166896,0.13474720283391584
0.8163445524629038,0.13474720283391584
0.816421214621022,0.1351018202476913
0.8164982190879057,0.13666707691010044
0.8165760189961855,0.13666707691010044
0.816655382771485,0.13666707691010044
0.8167377627622366,0.1375913766438761
0.8168263319259732,0.1380279407541837
0.8169292915551043,0.1380279407541837
0.8170465767730685,0.1380279407541837
0.8177029567443367,0.1380279407541837
0.7796825713886016,0.1380279407541837
0.7795260355828131,0.1375913766438761
0.7795356586648161,0.1375913766438761
0.7795760924926711,0.1375913766438761
0.7796245538801886,0.1375913766438761
0.7796752358318544,0.1375913766438761
0.7797334271652215,0.1375913766438761
0.7797946776160679,0.1375913766438761
0.7798541422989366,0.1375913766438761
0.7799192669850389,0.13721312919379136
0.8865750233080342,0.13721312919379136
0.8866050075785771,0.13721312919379136
0.8866729602588698,0.13721312919379136
0.8867406680649224,0.13721312919379136
0.886807733783343,0.13721312919379136
0.8868743458574285,0.13721312919379136
0.8869412509545829,0.1377617121686059
0.8870090110537391,0.13816105896387632
0.8870756750814885,0.13846337755465288
0.8871417028635088,0.13862282221340372
0.8872057499216336,0.13862282221340372
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
